award_id,vendor_name,description,award_amount,total_outlays,contract_award_type,start_date,end_date,awarding_agency,awarding_sub_agency,naics_code,psc_code,query_batch
N4008423P0800,NIKKAI CORPORATION,REPLACE BROKEN MOTOR OF CAPSTAN AT YSK-DD6,72005.68,,PURCHASE ORDER,2022-12-09,2023-06-08,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
H9224019F0048,VECTOR CONTROLS INC,SERVICES (TRAINING),71982.0,,DELIVERY ORDER,2018-11-07,2019-09-30,Department of Defense,U.S. Special Operations Command,,,psc_1905_combat_contracts
70Z03924PCGA00022,"CROCKER'S BOATYARD, INC.","SERVICE FROM LOCAL BOATYARD TO HAUL, WASH BOTTOMS OF HULLS, PROVIDE TEMPORARY STORAGE, MAINTENANCE & COMMISSIONING FOR EIGHT USCG ACADEMY 44 FT SAILING VESSELS FOR WINTER 2024.",71861.04,,PURCHASE ORDER,2024-02-01,2024-05-24,Department of Homeland Security,U.S. Coast Guard,,,kw_ship_construction_contracts
W912BU23F0008,BRISTOL HARBOR GROUP INC,MDC 3485 CEPAO ALASKA FERRY ECONOMIC,71700.0,,DELIVERY ORDER,2023-02-16,2023-05-01,Department of Defense,Department of the Army,,,kw_ship_construction_contracts
W56HZV20FA001,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,EMERGENCY REPAIRS TO US VESSEL LSV-6,70425.89,0.0,DELIVERY ORDER,2020-04-15,2020-04-30,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N6274224F0308,MNDPI PACIFIC JV,"CONTRACT NO. N6274220D0004, TASK ORDER NO. N6274224F0308, POST CONSTRUCTION AWARD SERVICES (PCAS) FOR FY22 MCON PROJECT P-519, X-RAY WHARF IMPROVEMENTS (BERTH 2), NAVAL BASE, GUAM",69812.0,,DELIVERY ORDER,2024-04-24,2027-06-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W56HZV18FA008,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,EMMERGENCY REPAIRS TO US VESSEL LCU 2027,69658.0,,DELIVERY ORDER,2018-04-23,2018-06-28,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
70Z04020P60660Y00,THERMCOR INC,SPRAY FOAM INSTALLATION ON USCGC SYCAMORE,69510.0,,PURCHASE ORDER,2020-01-28,2020-02-15,Department of Homeland Security,U.S. Coast Guard,,,kw_ship_construction_contracts
N4008418F4211,"MITOMO CO., LTD.","YSK-A47, REPLACE EXHAUST FAN SYSTEM AT EXTERIOR, YOKOSUKA; MINI MACC TO.",69159.71,,DELIVERY ORDER,2018-02-15,2018-07-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008520F6726,QBS INC,"BLDG. 20 DESIGN/BUILD RUBBLE DUMPSTER SHELTERS FOR NFPC AT PHILADELPHIA NAVY YARD, PHILADELPHIA, PA",68858.0,0.0,DELIVERY ORDER,2020-09-25,2021-08-21,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008518F6810,"MILES CONSTRUCTION, LLC",PAVING TO CONSTRUCT KTR TRAILER LOT,68578.75,,DELIVERY ORDER,2018-09-24,2018-09-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008518F4703,TANTARA ASSOCIATES CORP,"IGF::OT::IGF X005 REPAIR MULTIPLE SLATE ROOFS, BUILDINGS 14, 40,",67944.0,,DELIVERY ORDER,2018-06-19,2018-09-12,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
140R3018F0096,"TATE SNYDER KIMSEY ARCHITECTS, LTD.",BLDG 500 800 CONSTRUCTION OVERSIGHT,67914.34,67914.34,DELIVERY ORDER,2018-08-07,2020-09-30,Department of the Interior,Bureau of Reclamation,,,kw_ship_construction_contracts
0360,CHUGACH FEDERAL SOLUTIONS LLC,"IGF::OT::IGF B6YT6L, MAKE REPAIRS/OFFICE IMPROVEMENTS TO ROOM 124, B448, NAVY CRANES PSNS",67913.0,,DELIVERY ORDER,2016-09-20,2017-01-20,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008523F5841,"CHERICO CONSTRUCTION SERVICES, LLC",REPAIRS TO FIX ALL ROOF LEAKS AT 3-TRB.,67496.2,,DELIVERY ORDER,2023-07-11,2023-11-16,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008521F5962,"CCI CONSTRUCTION SERVICES, LLC","B20 SECNET RM D&B READER, PNSY",67163.62,,DELIVERY ORDER,2021-09-27,2022-05-06,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425525F0195,"AMENTUM TECHNOLOGY, INC.","THIS TASK ORDER IS TO REPLACE THE EXISTING FLOODGATE OPERATOR PIT LADDERS AND TOP CAP FLOODGATE HATCHES WITH NEW OSHA COMPLIANT LADDERS, NEW-HINGED TYPE HATCHES WITH HYDRAULIC ASSIST, AND ADD NEW LADDER HANDHOLD EXTENSIONS.",66849.28,,DELIVERY ORDER,2025-08-07,2025-12-04,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008524F4533,MECHANICAL RESOURCES INCORPORATED,X028 BLDG 163 REPLACE 20 TON PACKAGE HVAC MEZZANINE,65909.38,,DELIVERY ORDER,2024-02-01,2024-08-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
0389,CHUGACH FEDERAL SOLUTIONS LLC,"IGF::OT::IGF TO AWARD B7NSJ6, INSTALL RAIL CLIPS, B107 PSNS",65746.0,,DELIVERY ORDER,2016-12-13,2017-03-23,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008422F4299,"OGURAGUMI, K.K.","YSK-DD6, SRF_PROVIDE NEW FENCES AND SWING GATES",65434.13,,DELIVERY ORDER,2022-04-08,2022-11-19,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425519F4059,CHUGACH FEDERAL SOLUTIONS LLC,BDLYNY REPLACE FRESHWATER COOLING LINES DRY DOCK 6 PSNS.,65396.0,0.0,DELIVERY ORDER,2018-12-27,2019-04-26,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
0431,CHUGACH FEDERAL SOLUTIONS LLC,DEMOLISH EXISTING TANK IN B/856  OTHER FUNCTIONS  IGF::OT::IGF,65293.0,,DELIVERY ORDER,2017-05-01,2019-08-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425520F4365,"AMENTUM TECHNOLOGY, INC.","(M2A) REPLACE BROKEN WINDOWS, B78, PSNS",65238.09,0.0,DELIVERY ORDER,2020-09-28,2021-01-26,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W912BU25FA016,BRUCE S ROSENBLATT & ASSOCIATES LLC,ROSENBLATT 13 ESSAYONS BOW THRUSTER CFD ANAL 3520,64880.5,,DELIVERY ORDER,2025-07-09,2025-11-16,Department of Defense,Department of the Army,,,kw_ship_construction_contracts
70Z08818FPQQ19700,"DE LA FUENTE CONSTRUCTION, INC.","PSU311 RECONFIGURE JIB CRANE, SAN PEDRO, CA",64459.0,0.0,DELIVERY ORDER,2018-09-27,2019-06-30,Department of Homeland Security,U.S. Coast Guard,,,kw_ship_construction_contracts
N4425522F4286,PORT MADISON ENTERPRISES CONSTRUCTION CORPORATION,"SWING 16305123, PW5 DRYWELL WALL CONCRETE REPAIR, DD5, PSNS",63706.3,0.0,DELIVERY ORDER,2022-09-25,2023-01-24,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008520F5142,"FRAZIER ENGINEERING, INC.","INSTALL SUMP PIT @ BAC COOLING TOWER, BLDG 20 PNBC.",63579.0,,DELIVERY ORDER,2020-05-07,2020-08-21,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6883622P0227,"CORNELL-CARR CO., INC.",RAST CONTROL STATION WINDOW PARTS,63542.0,0.0,PURCHASE ORDER,2022-07-26,2023-06-04,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
BR10,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,"THIS IS A DELIVERY ORDER FOR AN EMERGENCY REPAIR TO US VESSEL LCU 2019 LOCATED AT MUHAMMAD AL-AHMAD NAVAL BASE, KUWAIT.",63128.99,,DELIVERY ORDER,2016-09-12,2016-11-28,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N4425520F4364,"AMENTUM TECHNOLOGY, INC.","(M2A) MITIGATE WATER INTRUSION AT PW4 DD4, PSNS",62973.5,0.0,DELIVERY ORDER,2020-09-30,2021-02-27,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W56HZV19FL032,"METAL TRADES, LLC",UNPROGRAMMED REPAIR FOR THE MWT 15,62687.81,,DELIVERY ORDER,2019-02-28,2019-04-26,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N4008518F7021,"MILES CONSTRUCTION, LLC",IGF::OT::IGF X042 TEMP VEHICLE CORRIDOR,62358.13,,DELIVERY ORDER,2018-09-25,2018-11-12,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W56HZV19FL052,"COLONNA'S SHIP YARD, INCORPORATED",EMERGENCY REPAIR LCM 8604,62218.6,,DELIVERY ORDER,2019-03-25,2019-06-15,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N4425524F4290,"AMENTUM TECHNOLOGY, INC.","X013 22547796, REPLACE FAILING PIPING, B457 PSNS",62154.47,0.0,DELIVERY ORDER,2024-07-29,2024-12-26,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278917F0018,ELECTRIC BOAT CORPORATION,SUBMARINE REPAIR-COST REIMBURSEMENT IGF::OT::IGF,62128.0,,DELIVERY ORDER,2017-04-05,2017-08-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008524F4828,HUMAN TECHNOLOGIES CORP,NOSC BUFFALO / MAIN BUILDING - REPLACE STAIRWELL WINDOWS,61926.8,,DELIVERY ORDER,2024-06-04,2025-07-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425526F0014,"AMENTUM TECHNOLOGY, INC.","THIS TASK ORDER IS TO UPGRADE C-17-43D CIRCUIT TO 400A, DEMO EXISTING CIRCUIT, INSTALL NEW CABLES RATED TO 400A, INSTALL NEW SUBSTATION BREAKER RATED TO 400A.",61250.48,,DELIVERY ORDER,2025-12-01,2026-03-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W56HZV19FA002,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,UNPROGRAMMED REPAIRS TO US VESSEL LSV-5,61215.71,,DELIVERY ORDER,2018-12-21,2019-02-28,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N4425521F4412,"AMENTUM TECHNOLOGY, INC.","18314040_REPAIR CONCRETE SPALLING AT SLUICE GATE 4 & 5 AT PW4, PS",61111.02,,DELIVERY ORDER,2021-09-14,2021-12-13,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W912D117P0001,GULF PIONEER COMPANY L.L.C.,STEEL RAMP,60903.27,,PURCHASE ORDER,2016-11-14,2016-12-14,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
BR24,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,"THIS IS A DELIVERY ORDER FOR AN EMERGENCY REPAIR TO US VESSEL LSV 5 LOCATED AT MUHAMMAD AL-AHMAD NAVAL BASE, KUWAIT.",60550.0,,DELIVERY ORDER,2017-06-26,2017-07-31,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N4008422F4558,PAE DESIGN AND FACILITY MANAGEMENT,REPLACE TAIL CORD FOR IE-109,60355.22,,DELIVERY ORDER,2022-09-29,2023-07-26,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N3319125F4111,SOCIEDAD ESPANOLA DE MONTAJES INDUSTRIALES SA,INSTALL SIX TIDE RISERS ON FACE OF PIER 1,59697.55,,DELIVERY ORDER,2025-05-06,2025-10-03,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278920F0008,ELECTRIC BOAT CORPORATION,PROVIDE RENTAL OF DEHUMID AND LPAC,59610.0,0.0,DELIVERY ORDER,2020-03-11,2020-08-15,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
0388,CHUGACH FEDERAL SOLUTIONS LLC,"IGF::OT::IGF TO AWARD B9CN9H, REPAIR MULTIPLE SINK HOLES EAST SIDE DD3, PSNS",59588.0,,DELIVERY ORDER,2016-12-13,2017-07-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425521F4379,PORT MADISON ENTERPRISES CONSTRUCTION CORPORATION,"(M2A) REPLACE DRAINAGE TUNNEL ACCESS DOORS, DD4/5, PSNS",58857.22,,DELIVERY ORDER,2021-09-07,2022-01-05,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425521F4401,PORT MADISON ENTERPRISES CONSTRUCTION CORPORATION,"(M2A) INSTALL ELEVATED PLATFORMS AT DRAINAGE PUMPS, PW6",58754.69,,DELIVERY ORDER,2021-09-13,2022-01-11,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N3319117F4021,SOCIEDAD ESPANOLA DE MONTAJES INDUSTRIALES SA,IGF::OT::IGF X244 REPLACE TWO CONCRETE FLOATS ON ALPHA LANDING,58326.15,,DELIVERY ORDER,2017-06-27,2017-11-24,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425525F4097,"AMENTUM TECHNOLOGY, INC.","REPLACE STEAM COIL IN AHU, B862 PSNS",58324.44,,DELIVERY ORDER,2025-03-31,2025-08-29,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
70Z04021P60730Y00,"LOUIS HENRY CONTRACTING, INC",SPRAY FOAM INSULATION ON USCGC WALNUT,58000.0,,PURCHASE ORDER,2021-01-25,2021-02-02,Department of Homeland Security,U.S. Coast Guard,,,kw_ship_construction_contracts
N4008519F4211,"SERVICE DISABLED CONTRACTING GROUP, INC.",ROOF REPAIRS B240,56728.6,0.0,DELIVERY ORDER,2019-02-05,2019-04-08,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
0061,ELECTRIC BOAT CORPORATION,CAP SCREWS-SSN 779,56723.0,,DELIVERY ORDER,2012-09-28,2012-10-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
H9224015P0026,RING POWER CORP,ENGINE REPAIRS,55960.95,,PURCHASE ORDER,2014-12-05,2014-12-25,Department of Defense,U.S. Special Operations Command,,,kw_ship_construction_contracts
N0040622P0210,"AUSTAL USA, LLC",EPF AIR INTAKE AGGROLEMERATOR KIT,54472.0,,PURCHASE ORDER,2022-03-03,2022-03-04,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008520F6065,"ACTS-JW CLARK JV1, LLC",X020 NNSY BLDG 506 CONCRETE FLOOR&PIPING REPAIR**TARGET AWARD I,54404.78,0.0,DELIVERY ORDER,2020-07-28,2020-09-10,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
BR21,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,EMERGENCY REPAIR TO US VESSEL LSV 6,53679.26,,DELIVERY ORDER,2017-03-30,2017-05-30,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N5005420P0193,"LAKE SHORE SYSTEMS, INC.",USS WHIDBEY LSLAND (LSD-4) LCAC REPAIR,53137.35,0.0,PURCHASE ORDER,2020-07-07,2020-11-17,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425524F4414,"AMENTUM TECHNOLOGY, INC.","6030161  22901998, REPLACE AWNING AT TUNNEL 3, B661 PSNS",52858.55,,DELIVERY ORDER,2024-09-19,2024-12-18,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W56HZV18FA009,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,EMERGENCY REPAIRS TO US VESSEL LCU 2018,51454.08,,DELIVERY ORDER,2018-05-10,2018-06-07,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N4008518F4059,CROMEDY CONSTRUCTION CORP,IGF::OT::IGF X003 BLDG 240 AND 306- OVERHEAD DOOR REPLACEMENT,51412.0,,DELIVERY ORDER,2017-11-16,2018-02-14,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008519F5072,"CCI UTILITY AND CONSTRUCTION SERVICES, LLC","LIFE SAFETY UPGRADES, NOSC QUINCY MA",51314.0,0.0,DELIVERY ORDER,2019-05-29,2020-08-14,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425525F4099,"AMENTUM TECHNOLOGY, INC.",CONNECT EXISTING SWITCHES TO FIRE ALARM,51180.09,,DELIVERY ORDER,2025-03-31,2025-07-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
47QFLA21F0057,"VRC METAL SYSTEMS, LLC",SBIR PHASE III COLD SPRAY CELL TASK ORDER 2 SITE VISIT,51119.61,0.0,DELIVERY ORDER,2021-02-20,2022-01-31,General Services Administration,Federal Acquisition Service,,,kw_ship_construction_contracts
N5523622F9954,HII FLEET SUPPORT GROUP LLC,CVN. TO INCORPORATE AND DEFINITIZED LABOR SUPPORT FOR TASK ORDER 22-P117 CAST CVN72,50451.95,,DELIVERY ORDER,2022-04-04,2022-07-14,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
6991PE26P000001,"CALIFORNIA STATE UNIVERSITY, MARITIME ACADEMY","THIS PR IS TO FUND THE TS GOLDEN BEAR 2026 CRUISE EMERGENT FUNDING SOW: 1) NSE SR: 02020226 TITLE: TS GOLDEN BEAR 2026 CRUISE EMERGENT FUNDING PERIOD OF PERFORMANCE FROM APRIL 1, 2026 TO SEPTEMBER 30, 2026 THE MARITIME ADMINISTRATION IS PROVIDING",50000.0,,PURCHASE ORDER,2026-04-01,2026-09-30,Department of Transportation,Maritime Administration,,,kw_ship_construction_contracts
6991PE24P000013,"CALIFORNIA STATE UNIVERSITY, MARITIME ACADEMY",TSGB SCHOOL SHIP CRUISE EMERGENT REPAIRS 2024,50000.0,49986.41,PURCHASE ORDER,2024-05-30,2024-09-30,Department of Transportation,Maritime Administration,,,kw_ship_construction_contracts
N4008421F4254,KANAGAWA NABCO PTY. LTD.,"YSK-1999, REPLACE DETERIORATED SEWER PIPE AND HOSE CONNECTION POI",49855.71,0.0,DELIVERY ORDER,2021-03-23,2022-01-17,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425525F4039,SKOOKUM EDUCATIONAL PROGRAMS,"REPLACE DOOR #4 WITH HIGH SPEED ROLL-UP DOOR B431, PSNS",49803.67,,DELIVERY ORDER,2025-01-02,2025-05-02,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
0041,ELECTRIC BOAT CORPORATION,PROVIDE HPAC-SSN 719,49762.0,,DELIVERY ORDER,2014-09-30,2014-10-06,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008521F5990,"CREDERE ENVIROVANTAGE, LLC",B29 REMOVAL OF MOLD AND MOISTURE IMPACTED BUILDING MATERIALS,49741.0,,DELIVERY ORDER,2021-09-16,2021-12-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
70Z04024P61161Y00,"BLUE POINT CONTRACTING, LLC",INSTALL EXHAUST INSULATION ON LEGARE,49653.28,,PURCHASE ORDER,2025-07-25,2025-08-25,Department of Homeland Security,U.S. Coast Guard,,,kw_ship_construction_contracts
70Z04020P60449Y00,INSUL-TECH INC.,CHILLWATER PIPING INSULLATION,49500.0,,PURCHASE ORDER,2020-01-07,2020-01-24,Department of Homeland Security,U.S. Coast Guard,,,kw_ship_construction_contracts
W56HZV19FL055,"COLONNA'S SHIP YARD, INCORPORATED",UNPROGRAMMED VESSEL REPAIRS- LSV 1,49071.17,,DELIVERY ORDER,2019-03-25,2019-06-28,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
W56HZV19FL411,"METAL TRADES, LLC",EMERGENCY REPAIRS LCU 2028,48820.0,,DELIVERY ORDER,2019-05-24,2019-06-01,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
0052,ELECTRIC BOAT CORPORATION,N-HPAC-SSN 700,48744.0,,DELIVERY ORDER,2012-03-22,2012-04-12,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008520F4655,"ASTURIAN GROUP, INC.",REMEDIATE LEAD IN RANGE BUILDING 375,48695.0,0.0,DELIVERY ORDER,2020-02-27,2020-03-27,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008423F4225,PAE DESIGN AND FACILITY MANAGEMENT,"REPLACE MAIN ROPES IN PREVENTIVE MAINTENANCE PROGRAM AND SERVICE ORDER FOR VERTICAL TRANSPORTATION EQUIPMENT SYSTEMS AT U.S. COMMANDER FLEET ACTIVITIES, KANTO PLAIN IN JAPAN",48439.48,,DELIVERY ORDER,2023-02-09,2023-09-07,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008421P0807,NIKKAI CORPORATION,"REPLACE BROKEN MOTOR OF NO. 5-8 CAPSTAN AT DD-5, CFAY JAPAN.  SHALL BE COMPLETED WITHIN 80 CALENDAR DAYS.",48187.68,0.0,PURCHASE ORDER,2021-05-21,2021-08-09,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008425F0192,PAE DESIGN AND FACILITY MANAGEMENT,REPLACE ELEVATOR PLATFORM SIDE AND CAR SIDE DOORS FOR IE-D3 AT NDK-100135,47970.15,,DELIVERY ORDER,2025-07-16,2026-04-02,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6274218F4008,STANLEY - VERSAR ASIA PACIFIC JV,"IGF::OT::IGF X003 FY18 ERC A-E SERVICES, TOPO SURVEYS (3 TOTAL) IN NUEVA ECIJA, C2 FUSION CENTER&WESCOM AND HADR WAREHOUS-LUMBIA AIRBASE, PHILIPPINES.",47891.0,,DELIVERY ORDER,2018-07-11,2018-09-11,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
SBM80017M0552,VETERANS' GROUP LLC,IGF::CL::IGF PONTOON HULL BOAT,47800.0,0.0,PURCHASE ORDER,2017-09-12,2019-09-28,Department of State,Department of State,,,psc_1905_combat_contracts
N6279323F0073,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT,47625.89,,DELIVERY ORDER,2023-05-01,2023-07-14,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
47QFLA22F0151,"VRC METAL SYSTEMS, LLC",SBIR PHASE III NAVY COLD SPRAY CELLS TO 0005,47117.31,0.0,DELIVERY ORDER,2022-07-07,2023-07-06,General Services Administration,Federal Acquisition Service,,,kw_ship_construction_contracts
N6274218F4025,STANLEY - VERSAR ASIA PACIFIC JV,IFG::OT::IGF X004 SITE INVESTIGATION FOR UFC COMPLIANT DPAA OFFICE,46692.0,,DELIVERY ORDER,2018-09-27,2019-02-05,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W912BU20F0002,YANK MARINE SERVICES LLC,"TASK ORDER TO FURNISH ALL ENGINEERING, DESIGN, LABOR, SERVICES, EQUIPMENT, PARTS AND MATERIALS NECESSARY TO PERFORM THE DRY DOCKING AND REPAIRS OF THE S/V RECONNAISSANCE.",45799.6,,DELIVERY ORDER,2019-10-08,2019-12-31,Department of Defense,Department of the Army,,,kw_ship_construction_contracts
H9224021F0322,VECTOR CONTROLS INC,SERVICES (TRAINING),45460.0,,DELIVERY ORDER,2021-05-27,2021-09-30,Department of Defense,U.S. Special Operations Command,,,psc_1905_combat_contracts
N6945024F0382,"AMENTUM TECHNOLOGY, INC.",TRF ADD PLC MONITORING TO ASW PUMPS,45301.82,,DELIVERY ORDER,2024-03-25,2024-09-23,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008523F5290,MECHANICAL RESOURCES INCORPORATED,"X014 SAIJUL-1556, REPLACE CONDENSER ROOFTOP UNIT",45261.0,,DELIVERY ORDER,2023-05-03,2023-09-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425521F4359,"AMENTUM TECHNOLOGY, INC.","REPAIR SPALLING ON SLUICE GATES 1, 2, AND 3, PW5",45124.23,,DELIVERY ORDER,2021-09-01,2022-02-26,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
HSCEMS12F00094,"VIKING TACTICS, INC.","SLINGS WILL BE DELIVERED TO: NFTTU ARMORY BRANCH 320 EAST CHESNUT AVE, ALTOONA PA 16601",45000.0,,DELIVERY ORDER,2012-09-22,2012-10-22,Department of Homeland Security,U.S. Immigration and Customs Enforcement,,,psc_1905_combat_contracts
N6833518P0328,SUMMIT MARINE SERVICES LLC,NET ASSEMBLY NYLON WEB FRAME NETS,44292.53,,PURCHASE ORDER,2018-09-26,2018-12-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425525F0002,"AYKO GROUP-WA PATRIOT JV, LLC",REPAIR SPALLED CONCRETE ALTER LEDGES AND REINFORCE WITH FIBER REINFORCED POLYMER (FRP) WRAP AND EPOXY INJECTION OF CRACKS AT THE NORTH END OF DD2.,44176.74,,DELIVERY ORDER,2025-04-22,2025-10-20,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008418P0815,"SUMIJU YOKOSUKA KOGYO CO., LTD.",PROVIDE CRANE ON FLOATING BARGE,43637.98,,PURCHASE ORDER,2018-09-07,2018-10-22,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008519P3643,SWAN CONTRACTING LLC,INDUSTRIAL OVEN B240,43452.0,0.0,PURCHASE ORDER,2019-09-04,2019-11-04,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425525F0068,"AMENTUM TECHNOLOGY, INC.","THIS TASK ORDER IS TO REPAIR THE FAILING PAINT ON THE SOUTH WALL OF THE BOILER ROOM IN BUILDING 431 AT PUGET SOUND NAVAL SHIPYARD, BREMERTON, WASHINGTON.",42891.43,,DELIVERY ORDER,2025-05-16,2025-08-14,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008520F4120,"SERVICE DISABLED CONTRACTING GROUP, INC.",INSTALL TEMPORARY SNOW GUARDS PNSY-2,42811.0,0.0,DELIVERY ORDER,2019-11-27,2019-12-27,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6945019F4068,"KINGS BAY SUPPORT SERVICES, LLC",XG78 FACILITY 6003 HVAC REPAIRS,42744.0,0.0,DELIVERY ORDER,2019-08-12,2019-11-25,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0010418PX018,RAYTHEON COMPANY,MOTOR PNEUMATIC,41544.0,,PURCHASE ORDER,2018-01-24,2019-08-12,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
0019,ELECTRIC BOAT CORPORATION,EMERGENT DIESEL-SSN 720,41254.0,,DELIVERY ORDER,2013-09-27,2013-12-03,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0018922P0011,FINCANTIERI MARINE GROUP LLC,MPFUBS LIFT AND STORAGE,40000.0,,PURCHASE ORDER,2021-10-20,2023-04-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6883617P0293,SAFE STRUCTURE DESIGNS LLC,IGF::OT::IGF REPAIR OF  TRUSS BROWS,39900.0,,PURCHASE ORDER,2017-02-09,2017-04-10,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008519P3645,NORTHERN ELECTRIC INC,ELECTRIC PANEL INSTALLATION,39900.0,0.0,PURCHASE ORDER,2019-08-26,2019-11-24,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W912BU23F0054,BRUCE S ROSENBLATT & ASSOCIATES LLC,DRIFTMASTER SCHEDULER 2801,39582.44,,DELIVERY ORDER,2023-09-18,2026-01-31,Department of Defense,Department of the Army,,,kw_ship_construction_contracts
